Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Unnamed: 0,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
mtor,protein,,mtor,uniprot,p42345,cell,go:0005623,p70s6k,protein,,rps6kb1,uniprot,p23443,cell,go:0005623,positive,d,phosphorylation,,,,,na-treated bca cell lines,['383'],nan,nan,"bca cell lines were seeded in six-well plates, and after 24 h of culture, the cells were treated with na at different dose and time. western blotting was performed using specific antibodies against, atg3, atg5, atg7, atg12, beclin 1, lc3a, lc3b (autophagy antibody sampler kit #4445, cell signaling), mtor (#2972), pmtor (#2974), p70s6k (#2708), phospho-p70s6k (#9234), bax (#2772), bcl-2 (#2876), cleaved caspase-3 (#9661), cleaved caspase-9 (#9505), parp (#9542) and cleaved parp (#9541) (cell signaling), and β-actin (santa cruz biotechnology, dallas, tx, usa). protein–antibody complexes were detected with the enhanced chemiluminescence method as described earlier (suman et al, 2013b).",pmc4102935,1,1,40,1,41
mtor,protein,kinase,,uniprot,p42345,cytosol,go:0005829,ampk,protein,kinase,prkaa1,uniprot,q13131,cytosol,go:0005829,negative,d,inhibition,,,lung tumor,lung,human,['196'],nan,nan,"autophagic cell death in lung tumor cells. the combination of pemetrexed and sorafenib as well as iron oxide alone can result in the inhibition of mtor, leading to autophagic cell death. alterations in cellular atp levels due to mitochondrial depolarization have been shown to cause activation of ampk, an established initiator of autophagy. activation of p53 up regulates the ulk1/ulk2 pathway; not shown is that this may occur downstream of ampk activation. anacardic acid increases er (endoplasmic reticulum) stress, which can further lead to an increase in beclin-1 levels, a key regulator of autophagy. loss of pten promotes activation of mtor, which leads to inhibition of ulk1/ulk2 and interference with autophagy induction.",pmc4100138,1,1,40,1,41
mammalian target of rapamycin 1,protein,,,uniprot,p42345,,,unc-51-like kinase 1,protein,,ulk1,uniprot,o75385,,,negative,d,dissociates,,,,,mammalian,['112'],nan,nan,"during starvation, mammalian target of rapamycin 1 dissociates from the unc-51-like kinase 1 (ulk1) complex, allowing it to initiate autophagosome formation. there are at least three class iii phosphatidylinositol 3 kinase (pi3kc3)–beclin-1 complexes that are involved in the regulation of autophagosome formation. the atg14l (atg14l–beclin-1–hvps34–p150) and uvrag (uvrag–beclin-1–hvps34–p150) complexes are required for autophagy, whereas the rubicon complex (rubicon–uvrag–beclin-1–hvps34–p150) negatively regulates autophagy. moreover, discovery and identification of beclin-1-binding protein increases the complexity of this process.11 microtubule-associated protein light chain 3 (lc3)-ii as an autophagosome marker ultimately degrades in the autolysosome. impairment of the early and late steps of autophagy can have opposing effects on the number of autophagy-related vacuoles, as well as lc3-ii expression. autophagy is not only a nonselective bulk process in response to starvation but also a highly selective quality control mechanism in regulation of organelle turnover, cellular debris disposal, and pathogen clearance (figure 3b).",pmc3877563,1,1,40,1,41
akt,protein,,akt1,uniprot,p31749,cytoplasm,go:0005737,lc3i/ii,protein,,map1lc3b,uniprot,q9gzq8,cytoplasm,go:0005737,negative,i,inhibition,,cal27,epithelial-like,oral squamous cell carcinoma,human,['90'],nan,nan,"a. cal27 cells were treated with different concentration of nsc74859 for 24 h, the level of akt, p-akts473, mtor, p-mtors2448, s6 and p-s6s236/236 were analyzed by western blot in left part. relative quantitative data were calculated by image j in the right part; b. western blotting of nsc74859-induced autophagy following the overexpression of a constitutively active form of akt (myr-akt). cells were transfected with an akt overexpression (myr-akt) or empty vector (pcdna3) plasmid for 24 hours and then treated with 100 μm of nsc74859 for 24 hours. levels of akt, p-akts473, and lc3i/ii were measured by western blotting. c. cal27 cells were treated with different concentration of nsc74859 for 24 h, the level of erk 1/2 and p-erk 1/2t202/204 were analyzed by western blot in left part; relative quantitative data were calculated by image j in the right part; d. cal27 cells were treated with100 μm of nsc74859 for 6, 12 and 24 h, then western blot was performed to analyze the protein erk 1/2 and p-erk 1/2t202/204; relative quantitative data were calculated by image j in the right part; e. cal27 cells were treated with 100 μm of nsc74859 in the presence or absence of the erk phosphorylation inhibitor u0126 (20 μm) for 24 h. the level of lc3i/ii, erk 1/2 and p-erk 1/2t202/204 were determined by western blot analysis in left part. relative quantitative data were calculated by image j in the right part. *p < 0.05, **p < 0.01 versus the control group, one-way anova with post-dunett analysis was used by graphpad prism5, #p < 0.05 versus the ncs74859 (100 μm) group, one-way anova with post-tukey analysis was used by graphpad prism5.",pmc4791252,1,1,40,1,41
akt,protein,,akt1,uniprot,p31749,,,dna-pkcs,protein,,prkdc,uniprot,p78527,dna dsb site,,positive,d,forms a functional complex,dna dsb site,,,,mammals,['278'],nan,nan,"as mentioned above, two pathways are involved in dna dsb repair: the nhej and hr pathways. in the nhej repair pathway, akt forms a functional complex with dna-pkcs at the dna dsb site and stimulates dna–pkcs kinase activity, all of which are necessary for the dna dsb repair. akt-dependent phosphorylation/activation of dna-pkcs indicates that akt is involved in the first initiating step of dna dsb repair [199]. akt can also be activated by the mre11–rad50–nbs1 (mrn)–atm pathway as well as the pi3k pathway. the role of akt in dsb repair is further substantiated by radiation-induced colocalization of γh2ax foci and phosphorylated akt in the site of dsb [199,200,201]. brca1, brca2, and rad51 are critical components of the hr repair pathway, to which akt activity is also linked. particularly, whereas akt stimulates the nhej pathway, its aberrant activation suppresses the hr pathway and generates genetic instability in tumor cells [202]. because nhej is the predominant pathway in mammals, activation of the egfr/pi3k/akt signaling pathway is crucial for tumor cell survival after radiation and the inhibition of akt activity by targeting the rtk–pi3k–akt axis suppresses faithful repair of ir-induced dna dsbs and improves radiotherapy efficacy [203,204,205,206].",pmc4661850,1,1,40,1,41
beclin-1,protein,,becn1,uniprot,q14457,,,bcl-xl,protein,,bcl2l1,uniprot,q07817,,,negative,d,inhibits,,,,,,['182'],nan,nan,"beclin-1 and atg5 are two genes that have been shown to be required for the promotion of autophagy [16,17], and consequently interfering with beclin-1 and/or atg5 expression should reduce autophagy and protect against autophagic cell death. two independent pathways that can theoretically induce autophagic cell death include canonical and non-canonical autophagy [15,16,17,18]. in the canonical autophagy pathway, beclin-1 is essential for the initiation of autophagy through its interaction with the class iii phosphatidylinositol-3-kinase vps34 [18]. interaction of beclin-1 with the anti-apoptotic bcl-2-family proteins bcl-2 and bcl-xl inhibits beclin-1 function while the expression of beclin-1 mutants that are unable to associate with bcl-2 leads to a high level of autophagy and cell death.",pmc4100138,1,0.1,39,1,39.1
bcl-xl,protein,antiapoptotic,bcl2l1,uniprot,q07817,endoplasmic reticulum,go:0005783,beclin-1,protein,,becn1,uniprot,q14457,endoplasmic reticulum,go:0005783,negative,d,binds,bh3 domain,,,,,['29'],nan,nan,"on the other hand, the antiapoptotic bcl-2 family members from the endoplasmic reticulum and not the mitochondria, such as bcl-2 and bcl-xl, inhibit autophagy by binding to the bh3 domain of beclin-1.23 furthermore, recent data suggest that the oncogenic effect of bcl-2 arises from its ability to inhibit autophagy but not apoptosis. inhibition of bcl-2 leads to autophagic cell death in mcf7 breast cancer cells.24 therefore these evidences suggest that modulating autophagy may be important in designing anticancer therapies.22 finally, studies suggest that the genetic makeup of cells will determine its fate in terms of undergoing autophagy and response to standard or novel therapies.",pmc4260725,1,0.1,39,1,39.1
hmgb1,protein,,hmgb1,uniprot,p09429,,,retinoblastoma,protein,tumor suppressor,rb1,uniprot,p06400,nucleus,go:0005634,negative,d,binding,,,,breast cancer,,['120'],nan,nan,"hmgb1 dysfunction is associated with each of the hallmarks of cancer.32 serum hmgb1 and hmgb1 expression in cancer tissue are generally increased in the setting of cancer. hmgb1 release promotes tumor growth, proliferation, and metastasis owing to its cytokine, chemokine, and growth factor activity. however, hmgb1 also functions as a breast cancer suppressor by binding to retinoblastoma, a tumor suppressor protein.33 a dynamic relationship between intracellular and extracellular pools of hmgb1 in tumorigenesis remains to be fully investigated.",pmc3877563,1,0.1,39,1,39.1
hmgb1,protein,,hmgb1,uniprot,p09429,,,tlr2,protein,,tlr2,uniprot,o60603,,,negative,d,neutralizing,,,,,human,['300'],nan,nan,"we used the subsequent cell lines: bgc-823 (low differentiated stomach adenocarcinoma cell line), sgc-7901 (moderately differentiated stomach adenocarcinoma cell line) and gastric epithelial cells (ges-1) (immortalized fetal gastric mucosal cell line), mkn28 (well-differentiated adenocarcinoma cell line) and mkn45 (poorly differentiated adenocarcinoma cell line). these cell lines were kindly provided by dr yujuan dong (department of surgery, the chinese university of hong kong, shatin, hong kong, china). the cell lines were routinely cultured in rpmi-1640 medium supplemented with 10% fetal bovine serum (fbs) (both from gibco, carlsbad, ca, usa) and maintained at 37°c in a humidified environment with 5% co2. gefitinib was obtained from cayman chemical (ann arbor, mi, usa) and glycyrrhizic acid, mtt, human recombinant hmgb1, rabbit-derived anti-human hmgb1 antibodies were obtained from sigma. neutralizing anti-rage, anti-tlr2 and anti-tlr4 and isotype-matched control (igg) were from r&d systems (minneapolis, mn, usa), and the gfp-lc3 expression vector was kindly provided by professor george g. chen (department of surgery, the chinese university of hong kong, shatin, hong kong, china).",pmc4358082,1,0.1,39,1,39.1
hmgb1,protein,,,uniprot,p09429,cytoplasm,go:0005737,rage,protein,,ager,uniprot,q15109,cell membrane,go:0005886,positive,d,binds,,,epithelial,gastric carcinoma,human,['310'],nan,nan,"in conclusion, the present study demonstrated (fig. 7) that hmgb1 was highly expressed, particularly within the cytoplasm of human gastric carcinoma cells. as a regulator of cell death and survival, hmgb1 was released from the tumor cells undergoing gefitinib-induced autophagy, bound with rage and initiated signaling involving phosphorylation of erk1/2, which contributed to gastric tumor cell proliferation. thus, we propose hmgb1 release as a pro-survival signal for residual cells following various cytotoxic cancer treatments. hmgb1 inhibitors or rage suppressants may be effective in prohibiting cancer regrowth, supported by hmgb1-related autophagy during chemotherapy. such methods may be considered for future chemotherapy protocols to increase their efficacy in human gastric adenocarcinoma and other epithelial neoplasms.",pmc4358082,1,0.1,39,1,39.1
hmgb1,protein,,,uniprot,p09429,extracellular,go:0005576,rage,protein,,ager,uniprot,q15109,plasma membrane,go:0005886,positive,d,interacts,extracellular,,gastric tumor,,human,['305'],nan,nan,"several receptors have been linked to hmgb1 signaling, including rages and tlrs (14,15). we analyzed tlr2, tlr4 and rage gene expression in human gastric tumor cells using quantitative real-time pcr. the three receptors were expressed in multiple gastric tumor cell lines in vitro. interestingly, rage expression was greater in the bgc-823 cells, where hmgb1 was relatively highly expressed (data not shown). to assess the contribution of rage to erk activation and tumor growth, sirna was designed to silence rage. rage expression was significantly reduced in the sirage group as long as 96 h post-transfection, which covered the maximal duration of the cell proliferation assay (fig. 6a). rage knockdown almost completely abrogated erk phosphorylation in response to hmgb1 (fig. 6b). to confirm the interaction of extracellular hmgb1 and its receptor, anti-tlr2, anti-tlr4 and anti-rage antibodies were used to block the respective receptors in bgc-823 cells. consistent with the rage knockdown results, anti-rage antibodies significantly lowered the erk response to hmgb1, although anti-tlr2 and anti-tlr4 antibodies demonstrated no inhibition of erk response (fig. 6b). thus, hmgb1-induced erk activation is dependent on rage. cells subjected to different treatments were analyzed via mtt assay to investigate the rage involvement in hmgb1-induced cell proliferation. compared to the sirna-control, the rage-reduced bgc-823 cells displayed markedly decreased proliferation in response to recombinant hmgb1 or mixed medium (a mixture of gefitinib-treated cell medium and fresh medium in a ratio of 7:3) (fig. 6c and d). extracellular hmgb1 interacted with rage and activated erk signaling responsible for gastric cancer cell proliferation.",pmc4358082,1,0.1,39,1,39.1
lamp2b,protein,,lamp2,uniprot,p13473,lysosome,go:0005764,lc3-ii,protein,,map1lc3b,uniprot,q9gzq8,cytosol,go:0005829,positive,d,cleavage,,colon cancer cells,epithelial-like,colon,human,['66'],nan,nan,"trincheri et al.112 reported that autophagy can be induced with acute exposure to resveratrol, whereas prolonged exposure activated a caspase-mediated cell death pathway. they observed that genetic inactivation of pi3k, beclin-1, and lamp2b inhibited resveratrol toxicity. beclin-dependent autophagy was confirmed when supplementing the cells with asparagine or knocking down beclin-1 by rna interference, abrogated the effect. the effect of lamp2b was confirmed when its silencing inhibited the fusion of autophagosomes with lysosomes and induced cell viability. interestingly, zvad-fmk inhibited cell death but not autophagy. this study uncovered a novel pathway of resveratrol cytotoxicity in which autophagy has two roles, that is, a prosurvival stress response that later in the process, changes to a caspase-dependent apoptotic response. in another study, resveratrol increased ros level with induction of caspase-8 and caspase-3 cleavage and elevation of lc3-ii expression in colon cancer cells; these effects were diminished by nac.113",pmc4260725,1,0.1,39,1,39.1
lc3,protein,,map1lc3a,uniprot,q9gzq8,cytoplasm,go:0005737,p62 (sqstm1),protein,,sqstm1,uniprot,q13501,cytoplasm,go:0005737,positive,d,binds,,,colon adenocarcinoma,colon,human,['136'],nan,nan,"different colon adenocarcinoma cell lines were examined with respect to autophagic properties. in all cell lines, presence of autophagy was tested through the relative levels of lc3ii using western blot (figure 1a, lanes 1-6) and then confirmed with mdc staining- a molecule that stains autophagic vacuoles. phalloidin was used for cytoskeleton staining, in order to assess the number of cells present in each sample (figure 1b(i)). a strong association between lc3ii and p62 (sqstm1) expression and mdc positive staining of autophagic vacuoles in colon cancer cell lines was revealed. in detail, protein levels of the autophagic marker lc3 (i and ii) were found elevated in dld-1 (lane 1), hct116 (lane 2) and rko (lane 4) cells, while lower was the expression in sw620 (lane 3) and colo-205 (lane 5) adenocarcinoma cell lines. furthermore, lc3 staining revealed also high protein distribution in dld-1 (figure 1b(ii)). the ratio between lc3ii and lc3i protein levels was notably higher in dld-1 and ht29 as compared to the other cell lines. the levels of becn1 were found elevated only in hct116 and sw620 cell lines, whereas the ratio between lc3ii/lc3i was low. the flux of autophagy was also examined through western blot analysis of p62 protein levels, which were found elevated in dld-1 and colo-205 and reduced in sw620 and ht29 cells, as compared to the other cell lines (figure 1a). alongside, mrna level analysis, showed higher than 3-fold mrna lc3 expression in dld-1, colo-205, sw620 and rko, as compared to caco-2 intermediate colon adenoma cells. the mrna levels of becn1 were found increased by at least 2-fold in dld-1, sw620, colo-205 and ht29 as compared to caco-2 (figure 1c). notably, rko, hct116 and sw620 cell lines exhibit properties of epithelial-mesenchymal-transition (emt) phenotype. these results propose a putative relation between autophagy and the emt cell programs.",pmc4891035,1,0.1,39,1,39.1
lc3,protein,,map1lc3a,uniprot,q9gzq8,,,p62,protein,,sqstm1,uniprot,q13501,,,positive,d,binds,,,,,,['130'],nan,nan,"becn1, rarely mutated in tumors [20], and lc3 proteins are two key components of the autophagic process. precisely, lc3-bi is converted to lc3-bii through lipidation by an ubiquitin-like system involving atg7 and atg3 that allows lc3 to become associated with autophagic vesicles. p62 (sqstm1) is thought to be another critical protein that targets other proteins for proteasome degradation or autophagic digestion, at the crossroads of autophagy, apoptosis and cancer. in particular, lc3-ii binds p62 to regulate protein packaging and delivery to the autophagosome [3]. both the presence of lc3 in autophagosomes and the conversion of lc3 to the lower migrating form, lc3-ii, have been used as indicators of autophagy [3, 7]. mammalian becn1, also known as autophagy-related gene (atg6), has been shown to interact with bcl-2 and bcl2l1 [8]. furthermore, becn1 and its binding partner pik3c3, also known as vps34, are required for the initiation of the autophagosome formation. on the other hand, the mtor signaling pathway downstream of akt, is a critical regulator of autophagy. activation of mtor can inhibit the autophagic process [9].",pmc4891035,1,0.1,39,1,39.1
lc3b,protein,microtubule-associated protein,,uniprot,q9gzq8,autophagosome membrane,go:0005776,lc3-i,protein,cytosolic form of lc3,,uniprot,q9h492,cytosol,go:0005829,positive,d,conversion,lipidation,bca cell lines,breast cancer,breast,human,['391'],nan,nan,"we next evaluated an important autophagy marker, lc3b, a microtubule-associated protein, which has an critical role in autophagy, especially in the formation of the autophagosome (mizushima and yoshimori, 2007). during autophagy induction, lc3-i, a cytosolic form of lc3, is converted to lc3-ii by lipidation, which facilitates its binding with the membranes of autophagosomes (kabeya et al, 2000). treatment with na upregulated lc3a (a-i and a-ii) and lc3b (b-i and b-ii) expression in a dose- and time-dependent manner in bca cell lines (figures 3b and d). however, a significant induction of lc3b was seen as compared with lc3a in both bca cell lines. further, na activates lc3b promoter in mcf-7 (5.4-fold) and mda-mb-231 (4.2-fold) cells (figure 3e). in addition, we also confirmed a transcriptional regulation of lc3b in both cell lines (supplementary figure 5).",pmc4102935,1,0.1,39,1,39.1
bcl-2,protein,negative regulator of autophagy,bcl2,uniprot,p10415,cytoplasm,go:0005737,beclin-1,protein,,becn1,uniprot,q14457,cytoplasm,go:0005737,negative,d,interaction,,h460/cis,nsclc,lung,human,['197'],nan,nan,"another commonly used chemotherapeutic drug to treat lung cancer is cisplatin. however, its use is limited due to acquired resistance from prolonged treatment. studies conducted by sirichanchuen et al. [56] showed a reduction in autophagy to be the underlying mechanism for this acquired resistance. using two h460 cells lines, one sensitive to cisplatin (h460) and one rendered resistant to cisplatin by exposure to gradually increasing concentrations of drug (h460/cis), these investigators established that a reduction in autophagy levels led to a decrease in cisplatin-mediated cell death, supporting a cytotoxic function of autophagy. furthermore, resistance could be reversed, making h460/cis cells more sensitive to treatment, by inducing autophagy using tfp (trifluoperazine). conversely, the chemosensitizing effects of tfp could be reversed using the autophagy inhibitor, 3-ma. mechanistically, long-term cisplatin treatment has been shown to cause over expression of bcl-2, which as indicated above, acts as a negative regulator of autophagy via its interaction with beclin-1 [57]. consistently in this study bcl-2 was shown to be higher in the h460/cis cell line implicating its role in reduced autophagy in cisplatin-resistant cells (h460-cis) compared to parental nsclc cells (h460).",pmc4100138,1,0.1,39,1,39.1
hmgb1,protein,,hmgb1,uniprot,p09429,intracellular,go:0005622,beclin-1,protein,,becn1,uniprot,q14457,intracellular,go:0005622,positive,d,regulates,,,malignant tumors,,human,['308'],nan,nan,"autophagy is a cell survival mechanism in many types of malignant tumors (25,26). kang et al (27) found that intracellular hmgb1 regulates autophagy through interaction with beclin-1, in competition with bcl-2, indicating its functional importance in cross-regulating apoptosis and survival. however, detailed functions of extracellular hmgb1 remain largely undefined. our data showed that exogenous hmgb1 induced a dose-dependent upregulation of bgc-823 cell proliferation (fig. 4a and b). treatment with a medium containing hmgb1 released from the autophagic cells resulted in enhanced cell growth. therefore, hmgb1 released by autophagic cells serves as a pro-survival signal for residual cells.",pmc4358082,1,0.1,39,1,39.1
